09, 03, 03, 03, 03, 03, 03, 03, 03, 03, 03, 07
02, 01, 01, 01, 01, 01, 01, 01, 01, 01, 01, 02
02, 01, 01, 01, 01, 01, 01, 01, 01, 01, 10, 04
02, 01, 01, 01, 01, 01, 01, 01, 01, 01, 01, 02
02, 01, 01, 01, 01, 01, 01, 01, 01, 01, 01, 02
02, 01, 01, 01, 01, 01, 01, 01, 01, 01, 01, 02
02, 01, 01, 01, 01, 01, 01, 01, 01, 01, 01, 02
02, 01, 01, 01, 01, 01, 01, 01, 01, 01, 01, 02
02, 01, 01, 01, 01, 01, 01, 01, 01, 01, 01, 02
02, 01, 01, 01, 01, 01, 01, 01, 01, 01, 01, 02
02, 01, 01, 01, 01, 01, 01, 01, 01, 01, 01, 02
02, 01, 01, 01, 01, 01, 01, 01, 01, 01, 01, 02
02, 01, 01, 01, 01, 01, 01, 01, 01, 01, 01, 02
02, 01, 01, 01, 01, 01, 01, 01, 01, 01, 01, 02
02, 01, 01, 01, 01, 01, 01, 01, 01, 01, 01, 02
02, 01, 01, 01, 01, 01, 01, 01, 01, 01, 01, 02
02, 01, 01, 01, 01, 01, 01, 01, 01, 01, 01, 02
04, 12, 01, 01, 01, 01, 01, 01, 01, 01, 01, 02
02, 01, 01, 01, 01, 01, 01, 01, 01, 01, 01, 02
02, 01, 01, 01, 01, 01, 01, 11, 01, 01, 01, 02
08, 03, 03, 03, 03, 03, 03, 05, 03, 03, 03, 06
